OBJECTNUMMER;SELECTIE;LABEL;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
445;9035;"9035-11294";"POLYGON((4.9067668 52.3673392,4.9056202 52.3677456,4.9052267 52.3672964,4.9061634 52.3669728,4.9064856 52.3671467,4.9067668 52.3673392))";"POLYGON((52.3673392 4.9067668,52.3677456 4.9056202,52.3672964 4.9052267,52.3669728 4.9061634,52.3671467 4.9064856,52.3673392 4.9067668))";4.90599675;52.3673592;
446;9035;"9035-11294";"POLYGON((4.905774 52.3682896,4.9052896 52.3680755,4.907003 52.3674908,4.9077074 52.3679611,4.9074503 52.3680738,4.9067142 52.3682671,4.9059797 52.368303,4.905774 52.3682896))";"POLYGON((52.3682896 4.905774,52.3680755 4.9052896,52.3674908 4.907003,52.3679611 4.9077074,52.3680738 4.9074503,52.3682671 4.9067142,52.368303 4.9059797,52.3682896 4.905774))";4.9064985;52.3678969;
447;9035;"9035-11294";"POLYGON((4.9102618 52.3570759,4.9087394 52.3595382,4.9057528 52.3588494,4.9059643 52.3583725,4.9068201 52.3584658,4.9075538 52.3584852,4.9082878 52.3584775,4.9084456 52.3584527,4.9090245 52.3582274,4.9093302 52.3580069,4.9095402 52.3575584,4.9097701 52.3571412,4.9102618 52.3570759))";"POLYGON((52.3570759 4.9102618,52.3595382 4.9087394,52.3588494 4.9057528,52.3583725 4.9059643,52.3584658 4.9068201,52.3584852 4.9075538,52.3584775 4.9082878,52.3584527 4.9084456,52.3582274 4.9090245,52.3580069 4.9093302,52.3575584 4.9095402,52.3571412 4.9097701,52.3570759 4.9102618))";4.9080073;52.35830705;
448;9035;"9035-11294";"POLYGON((4.9062243 52.3644939,4.9067337 52.3636384,4.9107363 52.3643813,4.9104137 52.3651718,4.9098411 52.365349,4.9096845 52.3651172,4.9091291 52.3647469,4.9089551 52.3646838,4.9082225 52.3645493,4.9074891 52.3644781,4.9067553 52.3644562,4.9062243 52.3644939))";"POLYGON((52.3644939 4.9062243,52.3636384 4.9067337,52.3643813 4.9107363,52.3651718 4.9104137,52.365349 4.9098411,52.3651172 4.9096845,52.3647469 4.9091291,52.3646838 4.9089551,52.3645493 4.9082225,52.3644781 4.9074891,52.3644562 4.9067553,52.3644939 4.9062243))";4.9084803;52.3644937;
449;9035;"9035-11294";"POLYGON((4.9107043 52.3628393,4.9105089 52.3632043,4.9108059 52.3641883,4.9068881 52.3634447,4.9081364 52.361338,4.9102258 52.3617763,4.9102799 52.3620552,4.910447 52.3624627,4.9107043 52.3628393))";"POLYGON((52.3628393 4.9107043,52.3632043 4.9105089,52.3641883 4.9108059,52.3634447 4.9068881,52.361338 4.9081364,52.3617763 4.9102258,52.3620552 4.9102799,52.3624627 4.910447,52.3628393 4.9107043))";4.908847;52.36276315;
450;9035;"9035-11294";"POLYGON((4.9102079 52.3615051,4.908278 52.3610987,4.908433 52.3607899,4.9088112 52.3608534,4.9091829 52.3607385,4.9097112 52.3606823,4.9102131 52.3607077,4.9106028 52.3608095,4.9104646 52.3608363,4.9102617 52.3611564,4.9102079 52.3615051))";"POLYGON((52.3615051 4.9102079,52.3610987 4.908278,52.3607899 4.908433,52.3608534 4.9088112,52.3607385 4.9091829,52.3606823 4.9097112,52.3607077 4.9102131,52.3608095 4.9106028,52.3608363 4.9104646,52.3611564 4.9102617,52.3615051 4.9102079))";4.9094404;52.3610937;
451;9035;"9035-11294";"POLYGON((4.9086155 52.3543834,4.9090816 52.354097,4.9099096 52.353296,4.9114613 52.3517095,4.911846 52.3510022,4.9123514 52.349953,4.9130277 52.3487293,4.9148419 52.3495294,4.914457 52.350065,4.9123255 52.3536004,4.9117026 52.3547005,4.911264 52.3547193,4.9105312 52.3546124,4.9097345 52.3544135,4.9090663 52.3543552,4.9086155 52.3543834))";"POLYGON((52.3543834 4.9086155,52.354097 4.9090816,52.353296 4.9099096,52.3517095 4.9114613,52.3510022 4.911846,52.349953 4.9123514,52.3487293 4.9130277,52.3495294 4.9148419,52.350065 4.914457,52.3536004 4.9123255,52.3547005 4.9117026,52.3547193 4.911264,52.3546124 4.9105312,52.3544135 4.9097345,52.3543552 4.9090663,52.3543834 4.9086155))";4.9117287;52.3517243;
452;9035;"9035-11294";"POLYGON((4.9116112 52.3606028,4.910992 52.3599632,4.9102422 52.3600942,4.9092171 52.3601042,4.9088839 52.3600253,4.91062 52.3571689,4.9109831 52.3575642,4.9111983 52.3580145,4.9112951 52.3584642,4.9116983 52.3589152,4.9119515 52.3590681,4.9128047 52.359369,4.9134129 52.3596891,4.9141462 52.3597346,4.9148807 52.3596905,4.9156144 52.3597164,4.9161312 52.3598079,4.9159076 52.360138,4.9151918 52.361376,4.9142347 52.3611649,4.9141347 52.360823,4.9140641 52.3607222,4.9134057 52.360352,4.9126712 52.3603995,4.9116112 52.3606028))";"POLYGON((52.3606028 4.9116112,52.3599632 4.910992,52.3600942 4.9102422,52.3601042 4.9092171,52.3600253 4.9088839,52.3571689 4.91062,52.3575642 4.9109831,52.3580145 4.9111983,52.3584642 4.9112951,52.3589152 4.9116983,52.3590681 4.9119515,52.359369 4.9128047,52.3596891 4.9134129,52.3597346 4.9141462,52.3596905 4.9148807,52.3597164 4.9156144,52.3598079 4.9161312,52.360138 4.9159076,52.361376 4.9151918,52.3611649 4.9142347,52.360823 4.9141347,52.3607222 4.9140641,52.360352 4.9134057,52.3603995 4.9126712,52.3606028 4.9116112))";4.91250755;52.35927245;
453;9035;"9035-11294";"POLYGON((4.9102284 52.3714372,4.9096183 52.3712831,4.9089857 52.3710376,4.9090437 52.3706464,4.9102284 52.3714372))";"POLYGON((52.3714372 4.9102284,52.3712831 4.9096183,52.3710376 4.9089857,52.3706464 4.9090437,52.3714372 4.9102284))";4.90960705;52.3710418;
454;9035;"9035-11294";"POLYGON((4.9092905 52.369018,4.9107812 52.3699874,4.9123711 52.3709571,4.911131 52.3713602,4.9099482 52.370561,4.9105349 52.3702043,4.9094547 52.3696166,4.9094162 52.3692419,4.9092905 52.369018))";"POLYGON((52.369018 4.9092905,52.3699874 4.9107812,52.3709571 4.9123711,52.3713602 4.911131,52.370561 4.9099482,52.3702043 4.9105349,52.3696166 4.9094547,52.3692419 4.9094162,52.369018 4.9092905))";4.9108308;52.3701891;
455;9035;"9035-11294";"POLYGON((4.9095031 52.3674383,4.9100072 52.3671117,4.9117785 52.3665141,4.912752 52.3675591,4.9126524 52.3679067,4.9126172 52.3683559,4.9123853 52.3688861,4.9113673 52.3692171,4.9107871 52.3694432,4.910337 52.3691203,4.9108385 52.3687959,4.9095031 52.3674383))";"POLYGON((52.3674383 4.9095031,52.3671117 4.9100072,52.3665141 4.9117785,52.3675591 4.912752,52.3679067 4.9126524,52.3683559 4.9126172,52.3688861 4.9123853,52.3692171 4.9113673,52.3694432 4.9107871,52.3691203 4.910337,52.3687959 4.9108385,52.3674383 4.9095031))";4.91112755;52.36797865;
456;9035;"9035-11294";"POLYGON((4.9099748 52.3655631,4.9161749 52.3634819,4.9163899 52.3634673,4.9168187 52.3635463,4.9184312 52.3640013,4.9181391 52.3641395,4.9102649 52.3668396,4.9104113 52.3665496,4.9102808 52.3660997,4.9099748 52.3655631))";"POLYGON((52.3655631 4.9099748,52.3634819 4.9161749,52.3634673 4.9163899,52.3635463 4.9168187,52.3640013 4.9184312,52.3641395 4.9181391,52.3668396 4.9102649,52.3665496 4.9104113,52.3660997 4.9102808,52.3655631 4.9099748))";4.914203;52.36515345;
457;9035;"9035-11294";"POLYGON((4.9130489 52.3708371,4.9128609 52.3708955,4.911058 52.3698797,4.9112614 52.3696992,4.9122923 52.3693397,4.912375 52.3697031,4.9126251 52.3701535,4.9129401 52.3706041,4.9130489 52.3708371))";"POLYGON((52.3708371 4.9130489,52.3708955 4.9128609,52.3698797 4.911058,52.3696992 4.9112614,52.3693397 4.9122923,52.3697031 4.912375,52.3701535 4.9126251,52.3706041 4.9129401,52.3708371 4.9130489))";4.91205345;52.3701176;
458;9035;"9035-11294";"POLYGON((4.9134248 52.3532858,4.9133581 52.3535292,4.9132812 52.3539784,4.9131559 52.3544272,4.9127334 52.3545828,4.9121402 52.3546675,4.9128962 52.3534234,4.9134248 52.3532858))";"POLYGON((52.3532858 4.9134248,52.3535292 4.9133581,52.3539784 4.9132812,52.3544272 4.9131559,52.3545828 4.9127334,52.3546675 4.9121402,52.3534234 4.9128962,52.3532858 4.9134248))";4.9127825;52.35397665;
459;9035;"9035-11294";"POLYGON((4.9165186 52.3471343,4.9161539 52.3477189,4.91378 52.347392,4.9143246 52.3463059,4.9150222 52.3463676,4.9157534 52.3466131,4.9161058 52.3467995,4.9165186 52.3471343))";"POLYGON((52.3471343 4.9165186,52.3477189 4.9161539,52.347392 4.91378,52.3463059 4.9143246,52.3463676 4.9150222,52.3466131 4.9157534,52.3467995 4.9161058,52.3471343 4.9165186))";4.9151493;52.3470124;
460;9035;"9035-11294";"POLYGON((4.9142306 52.3616888,4.9149121 52.361863,4.9145689 52.3624235,4.9142118 52.3623483,4.9142306 52.3616888))";"POLYGON((52.3616888 4.9142306,52.361863 4.9149121,52.3624235 4.9145689,52.3623483 4.9142118,52.3616888 4.9142306))";4.91456195;52.36205615;
461;9035;"9035-11294";"POLYGON((4.9142125 52.3626126,4.9164444 52.3630808,4.9160884 52.3632001,4.9158689 52.3632499,4.9142032 52.3629103,4.9142125 52.3626126))";"POLYGON((52.3626126 4.9142125,52.3630808 4.9164444,52.3632001 4.9160884,52.3632499 4.9158689,52.3629103 4.9142032,52.3626126 4.9142125))";4.9153238;52.36293125;
462;9035;"9035-11294";"POLYGON((4.9197021 52.3633041,4.919619 52.3633655,4.9190314 52.3634473,4.9186662 52.3632944,4.9148339 52.3624766,4.9151606 52.3619335,4.9155625 52.3620642,4.9163219 52.3622075,4.9169539 52.3622493,4.9175222 52.3622628,4.9179893 52.3623039,4.9184008 52.3623954,4.9187473 52.3625652,4.9194834 52.3631684,4.9197021 52.3633041))";"POLYGON((52.3633041 4.9197021,52.3633655 4.919619,52.3634473 4.9190314,52.3632944 4.9186662,52.3624766 4.9148339,52.3619335 4.9151606,52.3620642 4.9155625,52.3622075 4.9163219,52.3622493 4.9169539,52.3622628 4.9175222,52.3623039 4.9179893,52.3623954 4.9184008,52.3625652 4.9187473,52.3631684 4.9194834,52.3633041 4.9197021))";4.917268;52.3626904;
463;9035;"9035-11294";"POLYGON((4.9175796 52.361093,4.9174232 52.3617467,4.9164448 52.361706,4.9157844 52.3615618,4.9154436 52.3614304,4.9155955 52.3611402,4.9169669 52.3614539,4.9170979 52.361053,4.9175796 52.361093))";"POLYGON((52.361093 4.9175796,52.3617467 4.9174232,52.361706 4.9164448,52.3615618 4.9157844,52.3614304 4.9154436,52.3611402 4.9155955,52.3614539 4.9169669,52.361053 4.9170979,52.361093 4.9175796))";4.9165116;52.36139985;
464;9035;"9035-11294";"POLYGON((4.9222804 52.3653329,4.9206518 52.3643563,4.9191284 52.3637597,4.9192566 52.3636051,4.9196569 52.363547,4.9199796 52.3634172,4.9214779 52.3636317,4.9218766 52.3637049,4.9228858 52.3643138,4.9226496 52.3648005,4.9223821 52.3652488,4.9222804 52.3653329))";"POLYGON((52.3653329 4.9222804,52.3643563 4.9206518,52.3637597 4.9191284,52.3636051 4.9192566,52.363547 4.9196569,52.3634172 4.9199796,52.3636317 4.9214779,52.3637049 4.9218766,52.3643138 4.9228858,52.3648005 4.9226496,52.3652488 4.9223821,52.3653329 4.9222804))";4.9210071;52.36437505;
465;9035;"9035-11294";"POLYGON((4.9199779 52.358705,4.9207677 52.3582651,4.9214672 52.3580552,4.9229748 52.3577651,4.9237108 52.357581,4.9244269 52.3574247,4.9258487 52.3578264,4.9259096 52.35787,4.9262427 52.3583159,4.9253389 52.3597637,4.9250043 52.3599459,4.9199779 52.358705))";"POLYGON((52.358705 4.9199779,52.3582651 4.9207677,52.3580552 4.9214672,52.3577651 4.9229748,52.357581 4.9237108,52.3574247 4.9244269,52.3578264 4.9258487,52.35787 4.9259096,52.3583159 4.9262427,52.3597637 4.9253389,52.3599459 4.9250043,52.358705 4.9199779))";4.9231103;52.3586853;
466;9035;"9035-11294";"POLYGON((4.9263955 52.358541,4.9265245 52.3589736,4.9260413 52.3594211,4.925737 52.359563,4.9263955 52.358541))";"POLYGON((52.358541 4.9263955,52.3589736 4.9265245,52.3594211 4.9260413,52.359563 4.925737,52.358541 4.9263955))";4.92613075;52.359052;
467;5271;"5271-6024";"POLYGON((4.8974229 52.411983,4.8966892 52.4118873,4.8958353 52.411428,4.895188 52.410976,4.8950277 52.4105259,4.8952364 52.4103569,4.8959699 52.4104787,4.8972679 52.4109845,4.8974325 52.4111236,4.8976726 52.4114356,4.897591 52.4118846,4.8974229 52.411983))";"POLYGON((52.411983 4.8974229,52.4118873 4.8966892,52.411428 4.8958353,52.410976 4.895188,52.4105259 4.8950277,52.4103569 4.8952364,52.4104787 4.8959699,52.4109845 4.8972679,52.4111236 4.8974325,52.4114356 4.8976726,52.4118846 4.897591,52.411983 4.8974229))";4.89635015;52.41116995;
468;3765;"3765-4518";"POLYGON((4.7643632 52.3780065,4.7648882 52.3780092,4.764882 52.3784586,4.7653429 52.3787454,4.7652304 52.3788202,4.7647866 52.378458,4.7643632 52.3780065))";"POLYGON((52.3780065 4.7643632,52.3780092 4.7648882,52.3784586 4.764882,52.3787454 4.7653429,52.3788202 4.7652304,52.378458 4.7647866,52.3780065 4.7643632))";4.76485305;52.37841335;
469;6024;"6024-6776";"POLYGON((5.0537725 52.2986738,5.054135 52.2983278,5.054795 52.2987361,5.0545635 52.2987354,5.0547923 52.299098,5.0548688 52.2991856,5.0552899 52.2995511,5.0545632 52.2998298,5.0543589 52.2996336,5.0539907 52.2991832,5.0537725 52.2986738))";"POLYGON((52.2986738 5.0537725,52.2983278 5.054135,52.2987361 5.054795,52.2987354 5.0545635,52.299098 5.0547923,52.2991856 5.0548688,52.2995511 5.0552899,52.2998298 5.0545632,52.2996336 5.0543589,52.2991832 5.0539907,52.2986738 5.0537725))";5.0545312;52.2990788;
470;5271;"5271-6024";"POLYGON((5.0148155 52.3079503,5.0132394 52.3074495,5.0130842 52.3066638,5.0135621 52.3059709,5.013542 52.3059659,5.0139022 52.3058045,5.015158 52.3053808,5.0158922 52.3052338,5.0166259 52.3051693,5.0173589 52.3051826,5.0180909 52.3053074,5.0188222 52.3055278,5.019554 52.3056945,5.0200369 52.305731,5.0198215 52.3069277,5.0195437 52.3069453,5.018811 52.3068846,5.018079 52.3067495,5.0173093 52.3067139,5.0166118 52.3068748,5.015925 52.307159,5.0151382 52.3077364,5.0148155 52.3079503))";"POLYGON((52.3079503 5.0148155,52.3074495 5.0132394,52.3066638 5.0130842,52.3059709 5.0135621,52.3059659 5.013542,52.3058045 5.0139022,52.3053808 5.015158,52.3052338 5.0158922,52.3051693 5.0166259,52.3051826 5.0173589,52.3053074 5.0180909,52.3055278 5.0188222,52.3056945 5.019554,52.305731 5.0200369,52.3069277 5.0198215,52.3069453 5.0195437,52.3068846 5.018811,52.3067495 5.018079,52.3067139 5.0173093,52.3068748 5.0166118,52.307159 5.015925,52.3077364 5.0151382,52.3079503 5.0148155))";5.01656055;52.3065598;
471;5271;"5271-6024";"POLYGON((5.01139 52.3068203,5.0110955 52.3074179,5.0110038 52.3077551,5.0107406 52.3075921,5.0107448 52.3071014,5.0107842 52.3069934,5.01139 52.3068203))";"POLYGON((52.3068203 5.01139,52.3074179 5.0110955,52.3077551 5.0110038,52.3075921 5.0107406,52.3071014 5.0107448,52.3069934 5.0107842,52.3068203 5.01139))";5.0110653;52.3072877;
472;3765;"3765-4518";"POLYGON((4.9890182 52.2961988,4.9791848 52.2961831,4.9746007 52.2954747,4.9748981 52.2946321,4.9748973 52.2932928,4.9749497 52.2932724,4.9756825 52.2932664,4.9764142 52.2934029,4.9769681 52.2935491,4.9778753 52.2939146,4.9782089 52.2940028,4.9786061 52.2941395,4.9793394 52.2940967,4.9795725 52.2940075,4.9800763 52.2936575,4.9801603 52.2935602,4.9803799 52.2931115,4.9804136 52.2929546,4.9810539 52.2929309,4.9854617 52.2930307,4.9859439 52.2931814,4.9866754 52.2933329,4.9874066 52.2935211,4.9885943 52.2939811,4.988842 52.2948307,4.9890182 52.2961988))";"POLYGON((52.2961988 4.9890182,52.2961831 4.9791848,52.2954747 4.9746007,52.2946321 4.9748981,52.2932928 4.9748973,52.2932724 4.9749497,52.2932664 4.9756825,52.2934029 4.9764142,52.2935491 4.9769681,52.2939146 4.9778753,52.2940028 4.9782089,52.2941395 4.9786061,52.2940967 4.9793394,52.2940075 4.9795725,52.2936575 4.9800763,52.2935602 4.9801603,52.2931115 4.9803799,52.2929546 4.9804136,52.2929309 4.9810539,52.2930307 4.9854617,52.2931814 4.9859439,52.2933329 4.9866754,52.2935211 4.9874066,52.2939811 4.9885943,52.2948307 4.988842,52.2961988 4.9890182))";4.98180945;52.29456485;
473;3765;"3765-4518";"POLYGON((4.9619009 52.29675,4.963512 52.2950182,4.9639486 52.2947889,4.964776 52.2945699,4.9657473 52.2944579,4.9667462 52.294497,4.9684406 52.2947731,4.9684742 52.2948675,4.9689142 52.2953185,4.9690668 52.2953693,4.9697987 52.2954741,4.9705314 52.2954995,4.9712643 52.2954895,4.971998 52.2954155,4.9721689 52.2953805,4.9739326 52.2956677,4.9726616 52.2984336,4.9696537 52.2979436,4.9690314 52.2978969,4.9687122 52.297958,4.9683917 52.2981611,4.968149 52.2984232,4.9675725 52.2983848,4.9668396 52.2983842,4.9660912 52.2984543,4.9661017 52.2989037,4.9631868 52.2970957,4.9624539 52.2970931,4.9619009 52.29675))";"POLYGON((52.29675 4.9619009,52.2950182 4.963512,52.2947889 4.9639486,52.2945699 4.964776,52.2944579 4.9657473,52.294497 4.9667462,52.2947731 4.9684406,52.2948675 4.9684742,52.2953185 4.9689142,52.2953693 4.9690668,52.2954741 4.9697987,52.2954995 4.9705314,52.2954895 4.9712643,52.2954155 4.971998,52.2953805 4.9721689,52.2956677 4.9739326,52.2984336 4.9726616,52.2979436 4.9696537,52.2978969 4.9690314,52.297958 4.9687122,52.2981611 4.9683917,52.2984232 4.968149,52.2983848 4.9675725,52.2983842 4.9668396,52.2984543 4.9660912,52.2989037 4.9661017,52.2970957 4.9631868,52.2970931 4.9624539,52.29675 4.9619009))";4.96791675;52.2966808;
474;3765;"3765-4518";"POLYGON((4.9683479 52.2945127,4.9653602 52.2940525,4.965892 52.2929533,4.9661264 52.2926182,4.9668907 52.2929483,4.9671104 52.2930652,4.9676193 52.2934089,4.967728 52.2935168,4.9680661 52.2939673,4.9683479 52.2945127))";"POLYGON((52.2945127 4.9683479,52.2940525 4.9653602,52.2929533 4.965892,52.2926182 4.9661264,52.2929483 4.9668907,52.2930652 4.9671104,52.2934089 4.9676193,52.2935168 4.967728,52.2939673 4.9680661,52.2945127 4.9683479))";4.96685405;52.29356545;
475;3765;"3765-4518";"POLYGON((4.9687686 52.2984613,4.9689046 52.2983148,4.9694619 52.2982614,4.9711659 52.2985623,4.9687686 52.2984613))";"POLYGON((52.2984613 4.9687686,52.2983148 4.9689046,52.2982614 4.9694619,52.2985623 4.9711659,52.2984613 4.9687686))";4.96996725;52.29841185;
476;3765;"3765-4518";"POLYGON((4.9743912 52.2934896,4.9743915 52.2945993,4.9740367 52.2953884,4.9728027 52.2951985,4.9733026 52.2948846,4.9734708 52.2946759,4.9736281 52.2944363,4.9738819 52.2939878,4.9742139 52.2935724,4.9743912 52.2934896))";"POLYGON((52.2934896 4.9743912,52.2945993 4.9743915,52.2953884 4.9740367,52.2951985 4.9728027,52.2948846 4.9733026,52.2946759 4.9734708,52.2944363 4.9736281,52.2939878 4.9738819,52.2935724 4.9742139,52.2934896 4.9743912))";4.9735971;52.294439;
477;3765;"3765-4518";"POLYGON((4.9734182 52.298647,4.9730517 52.2985238,4.974251 52.2956954,4.9791534 52.2964671,4.9890438 52.296554,4.9890337 52.2969241,4.9883304 52.297183,4.9881057 52.2972937,4.9873706 52.2975335,4.986638 52.2974978,4.9859073 52.2972423,4.9856723 52.297174,4.9851759 52.2970671,4.9844436 52.2970075,4.98371 52.297058,4.9829751 52.2972772,4.9823911 52.2976122,4.9822383 52.2977176,4.9814998 52.2983141,4.9807627 52.2987683,4.9802554 52.2989531,4.9800274 52.2990128,4.9792939 52.2990667,4.9785617 52.2989889,4.9770985 52.2986755,4.9763665 52.2985703,4.9756341 52.2985114,4.9749011 52.2985164,4.9734182 52.298647))";"POLYGON((52.298647 4.9734182,52.2985238 4.9730517,52.2956954 4.974251,52.2964671 4.9791534,52.296554 4.9890438,52.2969241 4.9890337,52.297183 4.9883304,52.2972937 4.9881057,52.2975335 4.9873706,52.2974978 4.986638,52.2972423 4.9859073,52.297174 4.9856723,52.2970671 4.9851759,52.2970075 4.9844436,52.297058 4.98371,52.2972772 4.9829751,52.2976122 4.9823911,52.2977176 4.9822383,52.2983141 4.9814998,52.2987683 4.9807627,52.2989531 4.9802554,52.2990128 4.9800274,52.2990667 4.9792939,52.2989889 4.9785617,52.2986755 4.9770985,52.2985703 4.9763665,52.2985114 4.9756341,52.2985164 4.9749011,52.298647 4.9734182))";4.98104775;52.29738105;
478;3765;"3765-4518";"POLYGON((4.9844411 52.2925168,4.9820812 52.2924109,4.9822287 52.2908763,4.9829141 52.2908952,4.9831328 52.2913233,4.9840784 52.2922253,4.9844411 52.2925168))";"POLYGON((52.2925168 4.9844411,52.2924109 4.9820812,52.2908763 4.9822287,52.2908952 4.9829141,52.2913233 4.9831328,52.2922253 4.9840784,52.2925168 4.9844411))";4.98326115;52.29169655;
479;3765;"3765-4518";"POLYGON((4.9828164 52.3011875,4.9844181 52.2998253,4.9850498 52.2994188,4.9859892 52.2989726,4.9866279 52.2986246,4.9873614 52.2985633,4.9878577 52.2989789,4.9880474 52.2994289,4.9880184 52.2998783,4.9879231 52.3003273,4.9877145 52.300776,4.9874342 52.3012153,4.9828164 52.3011875))";"POLYGON((52.3011875 4.9828164,52.2998253 4.9844181,52.2994188 4.9850498,52.2989726 4.9859892,52.2986246 4.9866279,52.2985633 4.9873614,52.2989789 4.9878577,52.2994289 4.9880474,52.2998783 4.9880184,52.3003273 4.9879231,52.300776 4.9877145,52.3012153 4.9874342,52.3011875 4.9828164))";4.9854319;52.2998893;
